glass_name,composition_source,matched_sciglass_id,distance_first,distance_mean_top20,jaccard_mode_a_b,jaccard_label,predicted_composition,composition_pls,composition_xgb,composition_gpr,local_pls_cv_mse,local_xgb_cv_mse,local_gpr_cv_mse,composition_variance_neighbors,uncertainty_score,family_entropy,best_neighbor_plausible,plausible_ratio_top20,plausible_ratio_top5,n_neighbors_used,stable_neighbor_count
N-BAF10,best_neighbor_mode_b,3734500443091,0.02118613830123499,0.03322180720315522,0.0,ill_posed,SIO2=46.17; AL2O3=0.87; B2O3=11.04; CAO=6.62; PBO=2.37; BAO=22.24; ZNO=6.30; TIO2=4.20; RO=37.53,SIO2=28.13; B2O3=10.46; CAO=4.39; PBO=1.21; BAO=13.77; ZNO=9.83; TIO2=2.57; RO=29.12,SIO2=7.12; B2O3=18.65; SRO=0.91; ZNO=35.77; RO=36.79,SIO2=28.13; B2O3=10.46; CAO=4.39; PBO=1.21; BAO=13.77; ZNO=9.83; TIO2=2.57; RO=29.12,8.426005623034715,0.8996907768959986,,25.382185536212344,0.8432420742787615,0.0,False,0.0,0.0,20,0
N-BASF2,best_neighbor_mode_b,2752300358592,0.010019348162976624,0.07712342545492827,0.08108108108108109,ill_posed,SIO2=46.61; AL2O3=5.25; CAO=9.44; MgO=16.19; TIO2=1.93; RO=46.02; FemOn=20.22,SIO2=43.93; AL2O3=1.07; B2O3=8.98; CAO=0.89; NA2O=13.07; BAO=4.32; P2O5=15.94; ZRO2=6.34; RO=4.83,SIO2=59.99; AL2O3=0.58; B2O3=7.66; CAO=2.38; NA2O=15.04; MgO=1.52; BAO=0.70; ZRO2=6.09; TIO2=0.78; RO=4.44,SIO2=43.93; AL2O3=1.07; B2O3=8.98; CAO=0.89; NA2O=13.07; BAO=4.32; P2O5=15.94; ZRO2=6.34; RO=4.83,48.48398651214895,5.592812038758758,,86.42375996580857,6.665296409257651,1.376226604344546,False,0.1,0.2,20,3
N-SSK5,best_neighbor_mode_b,1747700368322,0.020041082282419364,0.07544775615509094,0.05263157894736842,ill_posed,SIO2=47.23; AL2O3=0.86; B2O3=13.92; CAO=5.66; BAO=21.84; ZNO=5.41; TIO2=3.42; RO=32.91,SIO2=29.42; AL2O3=1.45; B2O3=17.13; CAO=1.79; MgO=1.61; BAO=19.16; ZNO=0.67; ZRO2=2.75; TIO2=1.44; RO=24.22,SIO2=31.19; B2O3=17.83; CAO=1.68; BAO=15.87; ZNO=4.10; TIO2=2.11; RO=26.42,SIO2=29.42; AL2O3=1.45; B2O3=17.13; CAO=1.79; MgO=1.61; BAO=19.16; ZNO=0.67; ZRO2=2.75; TIO2=1.44; RO=24.22,26.377012810518377,3.922176775383797,,90.90431490862684,6.858526584671677,0.1985152433458726,False,0.05,0.2,20,2
N-KZFS5,best_neighbor_mode_b,3550300426528,0.008467795455321763,0.07687455595536997,0.02564102564102564,ill_posed,SIO2=50.89; B2O3=12.71; CAO=3.59; NA2O=14.93; ZNO=1.98; ZRO2=10.45; RO=5.57,SIO2=47.14; B2O3=11.14; CAO=2.12; K2O=0.63; NA2O=14.63; Li2O=0.85; ZNO=0.91; P2O5=7.03; ZRO2=6.90; RO=3.86; FemOn=3.46,SIO2=51.54; B2O3=13.28; CAO=1.62; K2O=1.21; NA2O=15.25; Li2O=0.86; ZNO=1.14; ZRO2=9.97; RO=4.57,SIO2=47.14; B2O3=11.14; CAO=2.12; K2O=0.63; NA2O=14.63; Li2O=0.85; ZNO=0.91; P2O5=7.03; ZRO2=6.90; RO=3.86; FemOn=3.46,10.24079383228473,3.224512835261839,,36.004143258810515,2.7678025255745857,0.9958213213455276,True,0.2,0.4,20,1
N-BAF51,best_neighbor_mode_b,2368300190665,0.01176197105514862,0.0533787874415846,0.02564102564102564,ill_posed,SIO2=48.01; B2O3=4.86; CAO=12.14; K2O=0.84; NA2O=8.57; BAO=12.33; ZNO=4.23; ZRO2=2.58; TIO2=6.20; RO=28.69,SIO2=20.11; AL2O3=3.55; CAO=7.40; NA2O=1.99; SRO=1.31; BAO=13.44; ZNO=2.70; P2O5=19.58; GEO2=3.67; ZRO2=1.17; TIO2=1.59; RO=22.79,SIO2=35.38; AL2O3=3.74; B2O3=1.12; CAO=9.82; K2O=0.68; NA2O=6.40; SRO=1.42; BAO=7.39; ZNO=2.59; ZRO2=2.08; TIO2=3.22; RO=25.83,SIO2=20.11; AL2O3=3.55; CAO=7.40; NA2O=1.99; SRO=1.31; BAO=13.44; ZNO=2.70; P2O5=19.58; GEO2=3.67; ZRO2=1.17; TIO2=1.59; RO=22.79,76.70179905477569,14.85239395671058,,111.74567973899993,5.964848886303463,0.7083465777061714,False,0.0,0.0,20,1
N-LAK7,best_neighbor_mode_b,368600010559,0.03533780037209765,0.053556799653739086,0.0,ill_posed,SIO2=7.90; B2O3=51.50; BAO=40.60; RO=40.60,SIO2=18.22; AL2O3=0.69; B2O3=31.08; BAO=24.72; RO=25.29,SIO2=23.82; AL2O3=0.51; B2O3=21.08; BAO=27.13; RO=27.46,SIO2=18.22; AL2O3=0.69; B2O3=31.08; BAO=24.72; RO=25.29,8.576278649964973,2.2141845785600074,,20.77568150824081,1.1126790122067451,0.0,False,0.0,0.0,20,0
N-LAK22,best_neighbor_mode_b,2607200197367,0.027524930542090098,0.08411713189873071,0.02564102564102564,ill_posed,SIO2=53.42; B2O3=16.21; BAO=23.22; ZRO2=2.37; RO=23.22,SIO2=36.66; AL2O3=0.70; B2O3=20.84; BAO=19.38; P2O5=0.56; ZRO2=1.91; RO=19.94,SIO2=45.89; B2O3=10.50; BAO=20.96; ZRO2=1.71; RO=20.62,SIO2=36.66; AL2O3=0.70; B2O3=20.84; BAO=19.38; P2O5=0.56; ZRO2=1.91; RO=19.94,60.60130101685116,9.058864178190891,,86.77061744166434,7.298895472274783,0.8568409950394724,False,0.1,0.0,20,1
N-SF2,best_neighbor_mode_b,3842400455826,0.02131168209258269,0.04212142183620743,0.0,ill_posed,SIO2=46.68; B2O3=6.28; K2O=5.50; NA2O=20.94; TIO2=20.38,SIO2=59.09; B2O3=0.68; K2O=1.23; NA2O=13.58; Li2O=6.02; TIO2=18.45,SIO2=56.53; B2O3=3.45; K2O=2.31; NA2O=17.33; TIO2=20.03,SIO2=59.09; B2O3=0.68; K2O=1.23; NA2O=13.58; Li2O=6.02; TIO2=18.45,4.349617801926127,0.8733744794238012,,9.5340571660436,0.40158804370143886,0.0,True,0.9,0.8,20,0
SF2,best_neighbor_mode_b,326300110714,0.002321680472709644,0.022750221548655518,0.21212121212121213,ill_posed,SIO2=69.20; K2O=7.48; PBO=23.07; RO=23.07,SIO2=31.28; K2O=1.74; NA2O=10.48; PBO=10.15; ZNO=7.27; GEO2=21.80; RO=17.28,SIO2=55.08; K2O=2.90; NA2O=6.61; PBO=18.07; RO=17.14,SIO2=31.28; K2O=1.74; NA2O=10.48; PBO=10.15; ZNO=7.27; GEO2=21.80; RO=17.28,0.9066991998867443,2.1825626416457085,,28.617917885222926,0.6510639721500527,0.1985152433458726,False,0.0,0.0,20,7
N-LAK21,best_neighbor_mode_b,368600010535,0.022969598982113194,0.036102554466920234,0.0,ill_posed,SIO2=33.20; B2O3=32.60; BAO=34.20; RO=34.20,B2O3=47.73; BAO=26.13; RO=26.13,SIO2=9.59; B2O3=35.91; BAO=27.25; RO=27.25,B2O3=47.73; BAO=26.13; RO=26.13,2.3936396445581476,2.3248093350187973,,22.865027534334615,0.8254859019459463,0.0,False,0.0,0.0,20,0
N-KZFS11,best_neighbor_mode_b,4140700486161,0.03371958415149838,0.09395053641589288,0.08108108108108109,ill_posed,Li2O=10.00; SRO=30.00; P2O5=50.00; RO=30.00,SIO2=20.50; AL2O3=1.36; B2O3=22.05; CAO=2.97; K2O=0.52; NA2O=4.39; PBO=1.74; SRO=2.41; BAO=3.76; ZNO=9.25; P2O5=5.54; ZRO2=1.85; TIO2=3.08; RO=20.14,SIO2=37.38; B2O3=8.01; CAO=2.93; K2O=0.86; NA2O=3.92; Li2O=1.00; SRO=4.14; BAO=8.99; P2O5=5.43; ZRO2=4.28; TIO2=1.15; RO=21.35,SIO2=20.50; AL2O3=1.36; B2O3=22.05; CAO=2.97; K2O=0.52; NA2O=4.39; PBO=1.74; SRO=2.41; BAO=3.76; ZNO=9.25; P2O5=5.54; ZRO2=1.85; TIO2=3.08; RO=20.14,55.55607748567596,7.564972718757723,,117.91536559515214,11.078211849340663,1.303450812836454,False,0.0,0.0,20,3
N-SSK20,best_neighbor_mode_b,3607500432640,0.015778836985158293,0.04812531090007278,0.0,ill_posed,SIO2=56.30; K2O=3.01; NA2O=7.40; Li2O=1.88; BAO=4.74; ZNO=20.59; ZRO2=3.14; RO=25.33,SIO2=35.58; B2O3=12.07; CAO=0.58; K2O=1.88; NA2O=5.13; Li2O=2.00; BAO=7.61; ZNO=11.32; ZRO2=1.25; TIO2=0.63; RO=21.33,SIO2=44.88; B2O3=11.99; K2O=2.09; NA2O=6.67; BAO=5.59; ZNO=3.18; ZRO2=1.69; RO=23.26,SIO2=35.58; B2O3=12.07; CAO=0.58; K2O=1.88; NA2O=5.13; Li2O=2.00; BAO=7.61; ZNO=11.32; ZRO2=1.25; TIO2=0.63; RO=21.33,30.009772764341076,4.3735785866161,,84.16810647844301,4.0506162921455,0.0,False,0.05,0.0,20,0
N-SSK2,best_neighbor_mode_b,3709300440820,0.02001650795728036,0.06790596442855554,0.08108108108108109,ill_posed,SIO2=53.03; AL2O3=2.94; B2O3=7.44; CAO=16.59; BAO=13.22; ZNO=2.69; ZRO2=0.67; TIO2=3.39; RO=32.50,SIO2=25.47; AL2O3=1.17; B2O3=15.66; CAO=3.94; NA2O=1.41; Li2O=1.72; MgO=3.63; BAO=11.17; ZNO=1.82; P2O5=4.54; GEO2=6.31; TIO2=1.07; RO=21.62,SIO2=37.14; AL2O3=1.77; B2O3=5.40; K2O=1.39; NA2O=2.27; Li2O=8.41; BAO=15.30; ZNO=0.74; P2O5=2.51; RO=24.13,SIO2=25.47; AL2O3=1.17; B2O3=15.66; CAO=3.94; NA2O=1.41; Li2O=1.72; MgO=3.63; BAO=11.17; ZNO=1.82; P2O5=4.54; GEO2=6.31; TIO2=1.07; RO=21.62,55.241717565277106,4.7938018589207045,,114.26231761566225,7.759092875533476,0.42270908780599087,False,0.15,0.2,20,3
F2G12,best_neighbor_mode_b,992800086979,0.010444769990941495,0.019172358161263656,0.0,ill_posed,SIO2=69.40; K2O=6.30; NA2O=4.71; PBO=19.27; RO=19.27,SIO2=62.63; K2O=9.38; PBO=12.23; Li2O=3.71; RO=12.04,SIO2=60.03; K2O=5.37; NA2O=1.64; PBO=16.36; RO=16.42,SIO2=62.63; K2O=9.38; PBO=12.23; Li2O=3.71; RO=12.04,5.281085331074105,0.9716161974384538,,6.442384222048596,0.1235156977175896,0.0,False,0.0,0.0,20,0
N-SK16,best_neighbor_mode_b,957100088185,0.001524222635551186,0.040042582066784176,0.05263157894736842,ill_posed,SIO2=44.06; AL2O3=1.59; B2O3=24.92; BAO=28.35; RO=28.79,SIO2=31.33; AL2O3=1.07; B2O3=22.94; BAO=21.73; RO=22.00,SIO2=35.56; AL2O3=0.88; B2O3=19.74; BAO=21.66; RO=21.66,SIO2=31.33; AL2O3=1.07; B2O3=22.94; BAO=21.73; RO=22.00,18.773977619077552,3.0995120057417895,,29.585256769292766,1.1846700721512877,0.3250829733914482,False,0.0,0.0,20,2
N-F2,best_neighbor_mode_b,1647200158848,0.02067157655144129,0.05477802825657816,0.02564102564102564,ill_posed,SIO2=60.00; NA2O=12.50; Li2O=12.50; TIO2=15.00,SIO2=38.06; AL2O3=3.83; B2O3=11.25; CAO=13.00; K2O=1.30; NA2O=5.45; Li2O=5.27; TIO2=8.74; RO=13.00,SIO2=62.28; NA2O=14.73; Li2O=5.48; TIO2=16.36,SIO2=38.06; AL2O3=3.83; B2O3=11.25; CAO=13.00; K2O=1.30; NA2O=5.45; Li2O=5.27; TIO2=8.74; RO=13.00,25.451042567646006,6.326735040831569,,83.85023066395034,4.593150304630468,0.5623351446188083,True,0.75,1.0,20,1
F2,best_neighbor_mode_b,992800086979,0.006811194648083648,0.017617122933676545,0.0,ill_posed,SIO2=69.40; K2O=6.30; NA2O=4.71; PBO=19.27; RO=19.27,SIO2=59.75; K2O=6.72; NA2O=2.09; PBO=14.22; Li2O=2.96; RO=14.22,SIO2=59.68; K2O=3.10; NA2O=5.83; PBO=15.60; RO=15.67,SIO2=59.75; K2O=6.72; NA2O=2.09; PBO=14.22; Li2O=2.96; RO=14.22,5.123645930608412,0.8399345441535805,,6.4102783104842755,0.11293066103488186,0.0,False,0.0,0.0,20,0
F2HT,best_neighbor_mode_b,992800086979,0.006811194648083648,0.017617122933676545,0.0,ill_posed,SIO2=69.40; K2O=6.30; NA2O=4.71; PBO=19.27; RO=19.27,SIO2=59.75; K2O=6.72; NA2O=2.09; PBO=14.22; Li2O=2.96; RO=14.22,SIO2=59.68; K2O=3.10; NA2O=5.83; PBO=15.60; RO=15.67,SIO2=59.75; K2O=6.72; NA2O=2.09; PBO=14.22; Li2O=2.96; RO=14.22,5.123645930608412,0.8399345441535805,,6.4102783104842755,0.11293066103488186,0.0,False,0.0,0.0,20,0
F2HTi,best_neighbor_mode_b,992800086979,0.006811194648083648,0.017617122933676545,0.0,ill_posed,SIO2=69.40; K2O=6.30; NA2O=4.71; PBO=19.27; RO=19.27,SIO2=59.75; K2O=6.72; NA2O=2.09; PBO=14.22; Li2O=2.96; RO=14.22,SIO2=59.68; K2O=3.10; NA2O=5.83; PBO=15.60; RO=15.67,SIO2=59.75; K2O=6.72; NA2O=2.09; PBO=14.22; Li2O=2.96; RO=14.22,5.123645930608412,0.8399345441535805,,6.4102783104842755,0.11293066103488186,0.0,False,0.0,0.0,20,0
N-PSK53A,best_neighbor_mode_b,612200111163,0.030427180893836732,0.04924270955253388,0.0,ill_posed,B2O3=20.62; MgO=19.77; BAO=32.03; P2O5=25.71; RO=51.80,SIO2=1.83; AL2O3=1.99; B2O3=4.07; BAO=13.21; P2O5=26.37; GEO2=39.20; RO=13.27,SIO2=21.11; B2O3=28.89; BAO=24.21; P2O5=1.30; RO=24.24,SIO2=1.83; AL2O3=1.99; B2O3=4.07; BAO=13.21; P2O5=26.37; GEO2=39.20; RO=13.27,18.41099415574616,8.162156852344367,,85.91692825557286,4.230782343735066,0.7909873504355756,False,0.05,0.0,20,0
N-SSK8,best_neighbor_mode_b,425800060035,0.030337745659687686,0.08087369585862252,0.02564102564102564,ill_posed,SIO2=18.86; NA2O=24.84; GEO2=39.68; ZRO2=15.89,SIO2=38.89; AL2O3=1.96; B2O3=7.08; CAO=0.82; K2O=2.40; NA2O=2.85; SRO=3.03; BAO=7.12; ZNO=8.15; P2O5=4.68; GEO2=0.62; ZRO2=1.86; TIO2=1.42; RO=19.13,SIO2=40.96; B2O3=5.46; CAO=0.72; K2O=2.17; NA2O=3.65; BAO=11.09; ZNO=4.63; P2O5=6.55; ZRO2=2.16; TIO2=2.17; RO=19.17,SIO2=38.89; AL2O3=1.96; B2O3=7.08; CAO=0.82; K2O=2.40; NA2O=2.85; SRO=3.03; BAO=7.12; ZNO=8.15; P2O5=4.68; GEO2=0.62; ZRO2=1.86; TIO2=1.42; RO=19.13,90.82028157945278,9.78531682532806,,127.06043973456853,10.27584735875633,0.9989315046035592,True,0.1,0.2,20,1
N-KZFS4,best_neighbor_mode_b,1213900137238,0.027123963515236545,0.058308403250571295,0.02564102564102564,ill_posed,AL2O3=12.00; B2O3=65.00; CAO=10.00; PBO=9.00; ZRO2=1.00; TIO2=3.00; RO=19.00,SIO2=15.60; AL2O3=4.31; B2O3=27.24; CAO=3.20; K2O=1.63; NA2O=3.96; PBO=2.69; Li2O=8.40; BAO=0.67; ZNO=2.44; P2O5=4.64; GEO2=12.59; ZRO2=2.10; TIO2=1.10; RO=9.21,SIO2=9.01; AL2O3=5.17; B2O3=43.20; CAO=2.02; K2O=2.29; NA2O=0.85; PBO=2.93; Li2O=16.37; P2O5=5.97; ZRO2=1.57; TIO2=3.82; RO=5.93,SIO2=15.60; AL2O3=4.31; B2O3=27.24; CAO=3.20; K2O=1.63; NA2O=3.96; PBO=2.69; Li2O=8.40; BAO=0.67; ZNO=2.44; P2O5=4.64; GEO2=12.59; ZRO2=2.10; TIO2=1.10; RO=9.21,95.20600182025763,16.62250540089524,,121.90883977739807,7.108309789549813,0.9142855814670989,False,0.1,0.2,20,1
N-SK4,best_neighbor_mode_b,3526400424306,0.01429836110073262,0.03561061946826924,0.02564102564102564,ill_posed,SIO2=47.56; AL2O3=7.23; B2O3=15.89; BAO=28.86; RO=28.86,SIO2=34.03; AL2O3=3.07; B2O3=10.14; BAO=19.58; P2O5=13.69; RO=18.80,SIO2=38.32; AL2O3=3.82; B2O3=12.31; BAO=21.67; P2O5=0.62; RO=22.62,SIO2=34.03; AL2O3=3.07; B2O3=10.14; BAO=19.58; P2O5=13.69; RO=18.80,25.746646979526606,2.7468957851086637,,66.23471512322989,2.3586592358425573,0.7305880613711224,False,0.0,0.0,20,1
P-SK60,best_neighbor_mode_b,765400068691,0.04374380572083036,0.0613827970543598,0.0,ill_posed,SIO2=33.75; AL2O3=4.59; B2O3=23.12; CAO=19.26; MgO=12.25; BAO=3.31; ZRO2=1.22; RO=34.82,SIO2=33.39; AL2O3=1.20; B2O3=23.00; CAO=5.97; K2O=1.10; NA2O=0.91; Li2O=10.42; MgO=0.60; BAO=4.82; GEO2=4.43; ZRO2=1.64; RO=11.84,SIO2=37.80; AL2O3=0.65; B2O3=22.54; CAO=5.71; K2O=3.41; Li2O=16.05; BAO=1.16; ZRO2=1.01; RO=11.06,SIO2=33.39; AL2O3=1.20; B2O3=23.00; CAO=5.97; K2O=1.10; NA2O=0.91; Li2O=10.42; MgO=0.60; BAO=4.82; GEO2=4.43; ZRO2=1.64; RO=11.84,15.890034767304721,3.8303054539029224,,30.152260053300168,1.8508300595820042,0.1985152433458726,False,0.1,0.2,20,0
N-BAF52,best_neighbor_mode_b,2368500190683,0.003946795981243687,0.05740054316948053,0.02564102564102564,ill_posed,SIO2=57.12; AL2O3=2.11; B2O3=11.83; K2O=3.10; NA2O=4.97; BAO=12.85; TIO2=7.80; RO=12.99,SIO2=49.26; B2O3=10.46; CAO=1.28; K2O=1.58; NA2O=8.14; Li2O=3.26; SRO=0.74; BAO=6.75; GEO2=1.93; ZRO2=5.67; TIO2=2.54; RO=8.14,SIO2=54.23; AL2O3=0.86; B2O3=9.51; K2O=2.42; NA2O=4.82; BAO=8.82; ZRO2=1.45; TIO2=5.22; RO=11.97,SIO2=49.26; B2O3=10.46; CAO=1.28; K2O=1.58; NA2O=8.14; Li2O=3.26; SRO=0.74; BAO=6.75; GEO2=1.93; ZRO2=5.67; TIO2=2.54; RO=8.14,48.53821124363414,11.314773199244822,,71.41288533631044,4.099138407604051,0.8864644756797975,False,0.1,0.2,20,1
N-SK2,best_neighbor_mode_b,3532400424919,0.005717351395152869,0.03770357851699764,0.0,ill_posed,SIO2=56.91; AL2O3=2.12; B2O3=7.44; BAO=23.71; ZNO=9.76; RO=33.47,SIO2=44.77; AL2O3=3.18; B2O3=9.52; NA2O=2.27; MgO=0.59; BAO=16.90; ZNO=2.28; ZRO2=0.59; RO=19.79,SIO2=43.45; AL2O3=1.73; B2O3=5.45; BAO=18.35; ZNO=6.51; RO=24.37,SIO2=44.77; AL2O3=3.18; B2O3=9.52; NA2O=2.27; MgO=0.59; BAO=16.90; ZNO=2.28; ZRO2=0.59; RO=19.79,10.697464422612759,2.5176048249237617,,26.666492519801363,1.0054221944932609,0.42270908780599087,False,0.05,0.0,20,0
N-SK2HT,best_neighbor_mode_b,3532400424919,0.005717351395152869,0.03770357851699764,0.0,ill_posed,SIO2=56.91; AL2O3=2.12; B2O3=7.44; BAO=23.71; ZNO=9.76; RO=33.47,SIO2=44.77; AL2O3=3.18; B2O3=9.52; NA2O=2.27; MgO=0.59; BAO=16.90; ZNO=2.28; ZRO2=0.59; RO=19.79,SIO2=43.45; AL2O3=1.73; B2O3=5.45; BAO=18.35; ZNO=6.51; RO=24.37,SIO2=44.77; AL2O3=3.18; B2O3=9.52; NA2O=2.27; MgO=0.59; BAO=16.90; ZNO=2.28; ZRO2=0.59; RO=19.79,10.697464422612759,2.5176048249237617,,26.666492519801363,1.0054221944932609,0.42270908780599087,False,0.05,0.0,20,0
N-BAF4,best_neighbor_mode_b,2372500190769,0.00714159330678718,0.05708203718987178,0.02564102564102564,ill_posed,AL2O3=1.70; CAO=12.33; K2O=4.61; NA2O=8.12; Li2O=23.16; ZNO=12.73; P2O5=30.58; TIO2=5.41; RO=25.07,SIO2=55.62; AL2O3=1.10; B2O3=7.54; K2O=4.12; NA2O=7.06; BAO=7.31; TIO2=9.24; RO=7.55,SIO2=36.22; AL2O3=1.01; B2O3=3.74; CAO=3.56; K2O=3.61; NA2O=7.18; Li2O=6.91; BAO=4.98; ZNO=3.25; P2O5=9.60; TIO2=6.83; RO=12.79,SIO2=55.62; AL2O3=1.10; B2O3=7.54; K2O=4.12; NA2O=7.06; BAO=7.31; TIO2=9.24; RO=7.55,85.86869775129988,15.997941917073135,,98.33736676549533,5.613297226862065,1.0104127537805414,False,0.3,0.0,20,1
F5,best_neighbor_mode_b,322100110710,0.007026195246380063,0.034759557335192655,0.0,ill_posed,SIO2=74.30; K2O=5.32; NA2O=2.36; PBO=17.79; RO=17.79,SIO2=55.22; AL2O3=0.80; B2O3=1.82; K2O=4.35; NA2O=2.89; PBO=12.53; ZNO=2.47; P2O5=4.93; RO=15.00,SIO2=67.89; AL2O3=0.59; K2O=5.67; NA2O=1.58; PBO=7.46; RO=16.58,SIO2=55.22; AL2O3=0.80; B2O3=1.82; K2O=4.35; NA2O=2.89; PBO=12.53; ZNO=2.47; P2O5=4.93; RO=15.00,15.828918767196132,2.159875966913898,,22.95555872133469,0.7979250595356149,0.39439769144744274,False,0.0,0.0,20,0
N-SK14,best_neighbor_mode_b,198700110656,0.005733947809383888,0.03684760508880967,0.02564102564102564,ill_posed,SIO2=51.29; AL2O3=3.39; B2O3=19.25; NA2O=0.70; BAO=25.28; RO=25.28,SIO2=39.77; AL2O3=3.05; B2O3=12.62; CAO=1.00; NA2O=2.56; BAO=17.90; P2O5=3.53; ZRO2=0.60; RO=18.92,SIO2=41.48; AL2O3=2.64; B2O3=13.35; BAO=20.92; RO=21.17,SIO2=39.77; AL2O3=3.05; B2O3=12.62; CAO=1.00; NA2O=2.56; BAO=17.90; P2O5=3.53; ZRO2=0.60; RO=18.92,70.79342365782749,13.57654942943795,,90.32739424453223,3.3283481518237434,0.5623351446188083,False,0.05,0.0,20,1
LF5G19,best_neighbor_mode_b,239200032573,0.02738328139216823,0.054163220965637804,0.0,ill_posed,SIO2=71.40; K2O=14.24; PBO=14.23; RO=14.23,SIO2=47.97; AL2O3=1.12; B2O3=4.47; CAO=0.94; K2O=6.63; NA2O=4.77; PBO=6.41; Li2O=1.21; MgO=0.89; BAO=2.41; GEO2=11.37; RO=11.13,SIO2=34.55; B2O3=4.39; K2O=6.59; NA2O=1.40; PBO=7.62; GEO2=35.75; RO=9.43,SIO2=47.97; AL2O3=1.12; B2O3=4.47; CAO=0.94; K2O=6.63; NA2O=4.77; PBO=6.41; Li2O=1.21; MgO=0.89; BAO=2.41; GEO2=11.37; RO=11.13,26.368792225415056,5.624641471212795,,47.85777941306471,2.592131481274576,1.165524439934698,False,0.05,0.0,20,0
